NR.,01.01.10,01.01.20,01.02.10,01.02.20,01.02.30,01.02.40,01.03.10,01.03.20,01.03.30,01.04.10,01.20.10,01.20.20,01.61.10,01.81.10,01.81.20,01.82.10,01.82.20,01.82.30,01.83.10,01.83.20,01.83.30,01.84.10,01.85.10,01.86.10,01.H,02.01.10,02.01.20,02.02.10,02.02.20,02.02.30,02.02.40,02.03.10,02.03.20,02.03.30,02.04.10,02.62.10,02.81.10,02.81.20,02.82.10,02.82.20,02.82.30,02.83.10,02.83.20,02.83.30,02.84.10,02.85.10,02.86.10,02.H,03.01.10,03.01.20,03.02.10,03.02.20,03.02.30,03.02.40,03.03.10,03.03.20,03.03.30,03.04.10,03.62.10,03.81.10,03.81.20,03.82.10,03.82.20,03.82.30,03.83.10,03.83.20,03.83.30,03.84.10,03.85.10,03.86.10,03.H,04.05.10,04.63.10,04.64.10,04.65.10,04.82.10,04.82.20,04.82.30,04.83.10,04.83.20,04.83.30,04.84.10,04.85.10,04.86.10,04.H,05.01.10,05.01.20,05.02.10,05.02.20,05.02.30,05.02.40,05.03.10,05.03.20,05.03.30,05.04.10,05.06.10,05.06.20,05.06.30,05.07.10,05.07.20,05.07.30,05.07.40,05.15.10,05.81.10,05.81.20,05.82.10,05.82.20,05.82.30,05.83.10,05.83.20,05.83.30,05.84.10,05.85.10,05.86.10,05.H,06.08.10,06.08.20,06.08.30,06.81.10,06.81.20,06.82.10,06.82.20,06.82.30,06.83.10,06.83.20,06.83.30,06.84.10,06.85.10,06.86.10,06.H,07.66.20,07.67.10,07.67.20,07.68.10,07.69.10,07.70.10,07.80.10,07.80.20,07.87.10,07.H,08.09.10,08.09.20,08.10.10,08.10.20,08.10.30,08.11.10,08.11.15,08.11.20,08.11.30,08.11.40,08.11.50,08.11.60,08.11.70,08.11.80,08.11.90,08.12.10,08.13.10,08.13.20,08.13.30,08.13.40,08.13.50,08.14.10,08.14.20,08.72.10,08.75.10,08.83.10,08.83.20,08.83.30,08.84.10,08.85.10,08.86.10,08.H,09.01.10,09.01.20,09.02.10,09.02.20,09.02.30,09.02.40,09.03.10,09.03.20,09.03.30,09.81.10,09.81.20,09.82.10,09.82.20,09.82.30,09.83.10,09.83.20,09.83.30,09.84.10,09.85.10,09.86.10,09.H,10.39.10,10.39.20,10.39.30,10.83.10,10.83.20,10.83.30,10.84.10,10.85.10,10.86.10,10.H,11.32.10,11.33.10,11.82.10,11.82.20,11.82.30,11.83.10,11.83.20,11.83.30,11.84.10,11.85.10,11.86.10,11.H,12.35.10,12.35.20,12.35.30,12.35.40,12.35.50,12.35.60,12.35.70,12.35.80,12.36.10,12.37.10,12.82.10,12.82.20,12.82.30,12.83.10,12.83.20,12.83.30,12.85.10,12.86.10,12.H,13.31.10,13.31.20,13.31.30,13.38.10,13.38.20,13.82.10,13.82.20,13.82.30,13.H,14.40.10,14.85.10,14.H
45,2104161486,299999518,Jeannette,,,Overvaart,19770208,1804,6030,V,,,E,,,1804,19940310,PKA,,,,,19770208,19951001,,5947979871,309943917,Margriet,,,Buidel,19480117,0344,6030,V,19770208,,,1804,19940310,PK,,,,,19770208,19951001,,2403696509,309937838,Jules,,,Overvaart,19460412,0344,6030,M,19770208,,,1804,19940310,PK,,,,,19770208,19951001,,0001,001,,,,,,,,,,19770208,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205111846000,P,,1804,19770208,,,,,,,,,,,,,,,6053,#ADDIN?,Av de España 5,38660 Tenerife,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ790169,20070131,B1810,20120131,,,178,,,1804,20070207,Aanvraagformulier,,,,20070131,20070207,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19770208,W,,19770208,François Nivardstraat,FranËcois Nivardstraat,15,,,,3065PE,Toetsoog,1804100000000053,1804200000000053,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19770208,W,,19770208,François Nivardstraat,,15,,,,3065PE,,,,,,,,,,,,A,,,,,,19770208,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2907429697,299999506,Mieke,,,Bos,19490516,0344,6030,V,,,E,,,1804,19940310,PKA,,,,,19490516,19951001,,,,Wilhelmina,,van,Duin,19271124,0599,6030,V,19490516,,,1804,19940310,PK,,,,,19490516,19940310,,,,Pieter,,,Bos,19260809,0947,6030,M,19490516,,,1804,19940310,PK,,,,,19490516,19940310,,0001,001,,,,,,,,,,19490516,19940310,,,,Hans,,,Woud,19460505,0947,6030,M,20000415,1804,6030,,,,,H,1804,30A0086,,,,,,,,20000415,20000417,05,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110205150530000,P,,1804,19710401,,,,,,,,,,,,,,,6054,#ADDIN?,"Pk 7.300 Pao Pao, Maharepa",Moorea 98728,,,,I,,,,,,#ADDIN?,20140410,58,,,Marco,,,Hendriks,19791208,1804,6030,,,1804,19940310,PK,,,,,19791208,19940310,,,,,,,,,,,,,,,,,,,,,,,,NI,ID1475246,20080311,B1810,20130311,,,175,,,1804,20080318,Aanvraagformulier,,,,20080311,20080318,12,,,,,,,,,,,20100516,64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolaas,,,Hendriks,19451117,0344,6030,M,,,,19990223,1804,6030,S,H,1804,3 B0150,,,,,,,,19990223,19990223,55,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19710401,W,,19710401,Draaischijf,Draaischijf,102,,,,3071AM,Toetsoog,1804100000000054,1804200000000054,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ147666,20080229,B1810,20130228,,,175,,,1804,20080311,Aanvraagformulier,,,,20080229,20080311,12,,,,,,,,,,900303,19971111,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolaas,,,Hendriks,19451117,0344,6030,M,19710411,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19710411,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19710401,W,,19710401,Draaischijf,,102,,,,3071AM,,,,,,,,,,,,A,,,,,,19710401,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ147525,20030529,B1810,20080529,20080229,I,175,,,1804,20030609,Aanvraagformulier,,,,20080229,20080229,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19490516,W,,19490516,Paranádreef,,2,,,,3563AZ,,,,,,,,,,,,A,,,,,,19490516,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
47,5039645219,299999488,Peter-Jan,,van der,Meijden,19590417,0947,6030,M,,,E,,,1804,19940310,PKA,,,,,19590417,19951001,,,,Martha,,,Molenaar,19400124,1804,6030,V,19590417,,,1804,19940310,PK,,,,,19590417,19940310,,,,Arjan,,van der,Meijden,19400809,0947,6030,M,19590417,,,1804,19940310,PK,,,,,19590417,19940310,,0001,001,,,,,,,,,,19590417,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,3,0003,20110205161945000,P,,1804,19910201,,,,,,,,,,,,,,,6055,#ADDIN?,3 Europa Road,Gibraltar GX11 1AA,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ854032,20090227,B1810,20140227,,,187,,,1804,20090309,Aanvraagformulier,,,,20090227,20090309,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910201,W,,19980401,Goudsesingel,Goudsesingel,72,,,,3011KD,Toetsoog,1804100000000055,1804200000000055,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910201,W,,19980401,Goudsesingel,,72,,,,3011KD,,,,,,,,,,,,A,,,,,,19980401,19980401,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910201,W,,19910201,Dorpsweg,,54,,,,3083LC,,,,,,,,,,,,A,,,,,,19910201,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0947,19590417,W,,19590417,Achillesstraat,,28,,,,6165RA,,,,,,,,,,,,A,,,,,,19590417,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,8135204154,299999476,Miranda,,,Goulouse,19931226,0344,6030,V,,,E,,,1804,19940310,PKA,,,,,19931226,19951001,,6158260916,309579818,Marga,,,Pal,19610124,0344,6030,V,19931226,,,1804,19940310,PK,,,,,19931226,19951001,,,,Arnold,,,Goulouse,19600309,1804,6030,M,19931226,,,1804,19940310,PK,,,,,19931226,19940310,,0001,017,,,,,,,,,,19931226,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110205165400000,P,,1804,19931226,,,,,,,,,,,,,,,5056,#ADDIN?,,,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID5051721,20080111,B1810,20130111,,,149,,,1804,20080122,Aanvraagformulier,,,,20080111,20080122,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931226,W,,19931226,Heer Daniëlstraat,Heer DaniÈelstraat,4,,,,3073DD,Toetsoog,1804100000000056,1804200000000056,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1,NA6158269,20020712,B1810,20070712,20070824,I,000,,,1804,20020722,Aanvraagformulier bijschrijving,,,,20070824,20070824,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931226,W,,19931226,Heer Daniëlstraat,,4,,,,3073DD,,,,,,,,,,,,A,,,,,,19931226,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7198539670,299999464,Anita,,,Goulouse,19931226,0344,6030,V,,,E,,,1804,19940310,PKA,,,,,19931226,19951001,,,,Marga,,,Pal,19610124,0344,6030,V,19931226,,,1804,19940310,PK,,,,,19931226,19940310,,6158260916,309579818,Arnold,,,Goulouse,19600309,1804,6030,M,19931226,,,1804,19940310,PK,,,,,19931226,19951001,,0001,017,,,,,,,,,,19931226,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20110205165400000,P,,1804,19931226,,,,,,,,,,,,,,,6057,#ADDIN?,Ismoili Somoni Prospekt 26/1,Dushanbe 734026,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID1234566,20080111,B1810,20130111,,,149,,,1804,20080122,Aanvraagformulier,,,,20080111,20080122,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931226,W,,19931226,Heer Daniëlstraat,Heer DaniÈelstraat,4,,,,3073DD,Toetsoog,1804100000000057,1804200000000057,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1,NA6158269,20020712,B1810,20070712,20070824,I,000,,,1804,20020722,Aanvraagformulier bijschrijving,,,,20070824,20070824,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931226,W,,19931226,Heer Daniëlstraat,,4,,,,3073DD,,,,,,,,,,,,A,,,,,,19931226,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3936319604,299999452,Barbara,,,Goulouse,19931226,0344,6030,V,,,E,,,1804,19940310,PKA,,,,,19931226,19951001,,6158260916,309579818,Marga,,,Pal,19610124,0344,6030,V,19931226,,,1804,19940310,PK,,,,,19931226,19951001,,,,Arnold,,,Goulouse,19600309,1804,6030,M,19931226,,,1804,19940310,PK,,,,,19931226,19940310,,0001,017,,,,,,,,,,19931226,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110205165500000,P,,1804,19931226,,,,,,,,,,,,,,,5058,#ADDIN?,Mendana Avenue 30,Honiara,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R1,NA6158269,20020712,B1810,20070712,20070824,I,000,,,1804,20020722,Aanvraagformulier bijschrijving,,,,20070824,20070824,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931226,W,,19931226,Heer Daniëlstraat,Heer Daniëlstraat,4,,,,3073DD,Toetsoog,1804100000000058,1804200000000058,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA1382371,20051104,B1810,20101104,,,149,,,1804,20051115,Aanvraagformulier,,,,20051104,20051115,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931226,W,,19931226,Heer Daniëlstraat,,4,,,,3073DD,,,,,,,,,,,,A,,,,,,19931226,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,6731868592,299999440,Marga,,,Pal,19610124,0344,6030,V,,,E,,,1804,19940310,PKA,,,,,19610124,19951001,,,,Felicia,,,Goulouse,19300306,0344,6030,V,19610124,,,1804,19940310,PK,,,,,19610124,19940310,,,,Arnoldus,,,Pal,19300309,0344,6030,M,19610124,,,1804,19940310,PK,,,,,19610124,19940310,,0001,001,,,,,,,,,,19610124,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0005,20110205165500000,P,,1804,19800301,,,,,,,,,,,,,,,6059,#ADDIN?,30 Rue de Santo Antonio do Principe,São Tomé,,,,I,,,,,,#ADDIN?,20140410,58,1382373123,309777938,Barbara,,,Goulouse,19931226,0344,6030,,,1804,19940310,PK,,,,,19931226,19951001,09,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ615820,20070824,B1810,20120824,,,173,,,1804,20070903,Aanvraagformulier,,,,20070824,20070903,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19800301,W,,19800301,Heer Daniëlstraat,Heer DaniÈelstraat,4,,,,3073DD,Toetsoog,1804100000000059,1804200000000059,,,,,,,,,T,,,,,,20110205,20110205,58,5051729816,309775838,Miranda,,,Goulouse,19931226,0344,6030,,,1804,19940310,PK,,,,,19931226,19951001,09,,,,,,,,,,,,,,,,,,,,,,,PN,NA6158269,20020712,B1810,20070712,20070824,I,173,,,1804,20020722,Aanvraagformulier,,,,20070824,20070824,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19800301,W,,19800301,Heer Daniëlstraat,,4,,,,3073DD,,,,,,,,,,,,A,,,,,,19800301,19940310,58,1234567853,309775917,Anita,,,Goulouse,19931226,0344,6030,,,1804,19940310,PK,,,,,19931226,19951001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19631226,W,,19631226,Simón Bolivarstraat,,27,,,,3573ZE,,,,,,,,,,,,A,,,,,,19631226,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,9726316343,299999439,Frederik,,van der,Meijden,19590417,0947,6030,M,,,E,0947,1 A4444,,,,,,,,19940405,19951001,,,,Martha,,,Molenaar,19400124,1804,6030,V,19590417,,,1804,19940310,PK,,,,,19590417,19940310,,,,Arjan,,van der,Meijden,19400809,0947,6030,M,19590417,,,1804,19940310,PK,,,,,19590417,19940310,,0001,001,,,,,,,,,,19590417,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,3,0002,20110502131000000,P,,1804,19910201,,,,,,,,,,,,,,,6060,#ADDIN?,,,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ384612,20090227,B1810,20140227,,,189,,,1804,20090310,Aanvraagformulier,,,,20090227,20090310,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910201,W,,19980401,Goudsesingel,Goudsesingel,72,,,,3011KD,Toetsoog,1804100000000060,1804200000000060,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910201,W,,19980401,Goudsesingel,,72,,,,3011KD,,,,,,,,,,,,A,,,,,,19980401,19980403,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19910201,W,,19910201,Dorpsweg,,173,,,,3082LK,,,,,,,,,,,,A,,,,,,19910201,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,9874130570,299999427,Erika,,de,Goede,19870401,1804,6030,V,,,E,,,1804,19980615,Minister van Financiën,,,,,19980615,19980615,51,4091734943,,José,,van 't,Wiel,19710107,0344,6030,V,19870401,,,1804,19980612,GA vr,,,,,19870401,19980612,,3832803548,,Alex,,de,Goede,19700412,1804,6030,M,19870401,,,1804,19980612,GA vr,,,,,19870401,19980612,,0001,017,,,,,,,,,,19870401,19980630,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0004,20110205121500000,,,1804,19980612,,,,,,,,,,,,,,,6061,#ADDIN?,,,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IVJ278522,20090626,B1810,20140626,,,173,,,1804,20090706,Aanvraagformulier,,,,20090626,20090706,12,,,,,,,,,,900303,20090722,14
,9874130570,,Erika,,de,Goede,19870401,Brasschaat,5010,V,,,E,,,1804,19980612,GA vr,,,,,19870401,19980612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0142,,,,,,,,,,,19870401,19980612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19980612,W,,19980612,Grotemarkt,Grotemarkt,22,,,,3011PA,Toetsoog,1804100000000061,1804200000000061,,,,,,,8031,19980612,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,NA2785292,20050325,B1810,20100325,20090626,V,172,,,1804,20050408,Aanvraagformulier,,,,20090626,20090626,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19980612,W,,19980612,Grotemarkt,,22,,,,3011PA,,,,,,,,,,8031,19980612,A,,,,,,19980612,20101230,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,C27852941,19980115,C8031,20030115,20050325,I,138,,,0000,00000000,Consulaat Zimbabwe,,,,20050325,20050325,12,,,,,,,,,,900208,19980612,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19980612,W,,19980612,Grotemarkt,,21,,,,3011PC,,,,,,,,,,8031,19980612,A,,,,,O,19980612,19980612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0000,00000000,8031,,,,19980612,19980612,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19680401,W,,19680401,François Nivardstraat,FranËcois Nivardstraat,15,,,,3065PE,Toetsoog,1804100000000051,1804200000000051,,,,,,,,,T,,,,,,20110205,20110205,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,19960101,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19680401,W,,19680401,François Nivardstraat,,15,,,,3065PE,,,,,,,,,,,,A,,,,,,19680401,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
